7	21	1	639	B
7	21	58	948	B
7	22	4	1833	B
7	22	39	874	A
7	23	11	567	A
7	23	31	334	B
7	23	33	1428	B
7	24	11	348	A
7	24	56	1173	A
7	25	29	1527	B
7	26	24	1290	B
7	26	27	1102	B
7	26	29	1685	A
7	26	34	1556	B
7	27	27	1743	A
7	27	28	1624	B
7	28	18	1283	B
7	29	18	607	B
7	30	7	665	A
7	31	5	399	A
7	31	35	899	B
7	32	7	1591	A
7	32	48	965	A
7	33	5	1001	A
7	33	58	902	A
7	34	2	1294	A
7	34	12	896	B
7	34	20	1882	A
7	34	43	385	B
7	35	1	476	A
7	35	56	633	B
7	36	47	1163	A
7	37	43	1236	A
7	38	18	1364	B
7	38	19	1547	A
7	38	50	1611	A
7	39	36	1816	A
7	39	48	987	B
7	40	27	1795	B
7	41	2	1377	B
7	41	43	530	B
7	41	49	1402	A
7	42	10	1578	B
7	42	15	1175	A
7	42	31	1143	A
7	43	14	397	B
7	43	24	350	A
7	43	31	1385	B
7	44	6	381	B
7	44	6	943	A
7	45	5	1672	B
7	45	13	1769	B
7	45	53	1653	B
7	46	43	849	B
7	47	22	1253	B
7	47	40	879	A
7	48	4	411	A
7	48	27	1036	B
7	49	17	755	A
7	49	49	665	A
7	50	4	1057	A
7	50	58	1774	B
7	51	3	1024	B
7	51	47	1670	B
7	52	23	899	A
7	53	23	1929	B
7	53	57	1498	A
7	54	21	881	A
7	55	12	1774	A
7	55	40	1068	B
7	56	8	711	A
7	56	20	779	B
7	57	0	1731	B
7	57	3	1738	B
7	57	7	791	A
7	57	14	597	B
7	58	5	1673	A
7	58	21	729	B
7	58	42	1101	A
7	58	58	1189	B
7	59	10	1389	B
7	59	19	1071	B
7	59	35	1080	A
8	0	21	1818	A
8	0	38	847	B
8	0	43	1078	B
8	1	22	429	B
8	1	31	1199	A
8	2	27	1654	A
8	2	42	1934	B
8	2	55	1503	A
8	2	59	419	B
8	3	3	799	B
8	3	3	773	A
8	3	12	1660	A
8	3	18	560	B
8	4	11	1361	B
8	4	25	383	A
8	4	37	495	B
8	5	7	1630	B
8	5	12	464	B
8	5	49	1248	A
8	6	32	586	B
8	6	36	1145	B
8	7	5	1754	B
8	7	43	1943	A
8	8	33	1777	B
8	9	4	449	A
8	10	0	1640	A
8	10	6	636	B
8	11	5	1511	B
8	11	55	1971	B
8	12	31	1235	B
8	12	36	1342	B
8	13	31	1365	B
8	14	16	1681	A
8	14	50	1070	B
8	15	24	878	A
8	15	54	989	A
8	16	18	1232	A
8	17	9	1921	B
8	17	32	1374	A
8	17	55	861	A
8	18	50	1325	B
8	19	22	1489	A
8	20	6	1764	B
8	20	47	1557	A
8	21	21	1684	B
8	22	9	968	B
8	22	56	1925	B
8	23	3	487	B
8	23	55	1161	B
8	24	43	1623	B
8	25	4	819	A
8	25	5	1080	A
8	25	51	596	A
8	26	43	1948	A
8	26	46	1267	B
8	26	53	1830	A
8	27	44	862	A
8	27	56	933	A
8	28	3	661	B
8	28	49	1257	A
8	28	56	1196	A
8	28	59	717	B
8	29	51	1814	A
8	30	35	1643	A
8	30	57	1151	B
8	31	42	1674	A
8	31	51	1190	B
8	32	41	1625	A
8	33	21	617	A
8	33	43	872	A
8	33	49	1195	B
8	34	11	716	A
8	34	21	1449	B
8	35	6	1618	A
8	35	58	1926	B
8	36	25	1470	B
8	36	32	1759	B
8	36	47	860	B
8	37	41	481	A
8	38	33	1117	B
8	38	53	663	A
8	39	4	447	B
8	39	57	1497	B
8	40	0	599	A
8	40	49	495	A
8	41	19	766	B
8	41	35	868	B
8	42	33	302	B
8	42	42	1708	B
8	43	35	1058	B
8	44	14	867	A
8	44	22	714	B
8	44	37	1847	A
8	44	52	1571	B
8	45	43	1177	B
8	46	18	548	A
8	47	10	723	A
8	47	35	1359	A
8	48	8	514	A
8	48	55	1974	B
8	49	17	1547	A
8	49	55	598	B
8	50	13	534	B
8	50	39	701	A
8	50	42	1772	A
8	51	21	1756	A
8	52	10	1798	A
8	52	30	1149	A
8	53	9	834	B
8	53	18	560	B
8	54	17	1796	B
8	54	25	1256	A
8	55	0	1893	B
8	55	13	1315	B
8	55	37	1984	B
8	55	42	1945	B
8	55	47	1768	B
8	56	45	1538	A
8	57	25	405	A
8	58	4	1533	A
8	58	6	977	A
8	58	25	1872	A
8	59	24	365	B
9	0	7	701	A
9	1	1	1307	A
9	1	3	1831	B
9	2	0	834	A
9	2	42	1107	A
9	2	51	974	B
9	3	38	1060	B
9	4	30	819	A
9	4	41	1822	A
9	5	12	655	B
9	5	46	403	B
9	5	52	1252	B
9	6	26	735	A
9	7	0	496	A
9	7	32	731	A
9	7	50	1980	B
9	8	40	1979	B
9	9	10	1231	B
9	9	25	1424	B
9	9	32	1642	A
9	9	44	1172	B
9	10	17	1576	A
9	10	56	785	A
9	11	11	849	B
9	11	52	659	B
9	12	52	710	A
9	13	39	1736	B
9	13	59	1551	A
9	14	57	1781	B
9	15	25	536	B
9	15	55	1741	A
9	15	58	988	A
9	16	55	718	A
9	17	4	1231	A
9	17	14	1467	B
9	17	29	684	A
9	18	20	1415	B
9	18	21	718	A
9	18	29	1076	B
9	18	33	779	B
9	18	52	1555	B
9	19	23	436	B
9	20	9	903	B
9	20	37	1227	B
9	20	50	1436	B
9	21	43	1244	B
9	22	16	1631	A
9	22	46	1599	B
9	23	40	686	A
9	24	0	1770	B
9	24	23	1786	A
9	24	33	429	A
9	25	26	393	B
9	26	13	1815	B
9	26	37	1085	A
9	26	47	1643	A
9	27	14	944	B
9	27	57	552	A
9	28	16	513	B
9	28	45	1892	B
9	29	19	1307	B
9	29	26	750	A
9	30	15	608	A
9	30	31	625	B
9	30	43	636	A
9	31	2	1959	B
9	31	3	1810	A
9	31	56	1878	B
9	32	0	550	B
9	32	6	1971	B
9	32	49	1270	A
9	33	45	1782	B
9	34	40	1182	B
9	34	53	453	A
9	35	4	1557	B
9	35	10	773	A
9	35	36	1639	B
9	35	57	384	A
9	36	22	821	A
9	37	15	1977	A
9	37	23	480	A
9	37	33	414	B
9	37	56	1900	B
9	38	30	790	B
9	39	2	341	A
9	39	8	1639	A
9	39	25	1584	B
9	40	18	1194	A
9	40	43	1647	B
9	41	13	355	B
9	41	53	1133	A
9	42	51	445	A
9	43	19	1080	B
9	43	42	1773	B
9	43	50	734	A
9	44	48	764	B
9	45	22	1399	B
9	46	1	412	B
9	46	40	340	A
9	47	29	1942	B
9	47	45	1339	B
9	48	13	1154	B
9	49	10	549	B
9	49	23	887	A
9	50	15	1806	A
9	51	5	819	A
9	51	43	1983	B
9	51	46	916	B
9	52	0	848	B
9	52	23	623	A
9	53	4	1330	A
9	54	0	917	A
9	54	27	1130	B
9	54	39	1919	A
9	55	2	621	B
9	55	37	1939	A
9	56	10	1470	B
9	56	45	761	A
9	57	32	1982	A
9	58	5	1883	B
9	58	30	666	A
9	59	29	1669	B
9	59	53	349	A
10	0	24	1155	B
10	1	9	1409	B
10	1	14	710	B
10	1	15	1337	B
10	1	36	1169	A
10	2	7	1636	A
10	2	58	534	A
10	3	19	1931	A
10	3	37	1163	B
10	4	27	550	A
10	5	11	999	A
10	5	51	1110	A
10	6	46	1341	B
10	7	19	460	B
10	7	25	1752	A
10	8	8	533	B
10	8	29	466	A
10	8	59	930	A
10	9	38	1722	B
10	10	26	681	B
10	10	38	1040	A
10	11	14	1778	B
10	12	7	1164	B
10	12	33	415	A
10	13	25	377	A
10	13	35	300	B
10	14	8	1750	B
